date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-02-10,26.8,22.2,30,7.1,,178,20.7,40.8,1012.4,
2019-02-11,26.4,23.9,29.5,7.1,,146,8.7,31.5,1013.1,
2019-02-12,27.2,22,30,0,,101,9.3,29.6,1014.6,
2019-02-13,27.1,22.8,30,0,,131,8.7,33.3,1016,
2019-02-14,26.7,25,30,0,,167,10,31.5,1014.1,
2019-02-15,26.7,21.4,29.5,0,,216,9.8,31.5,1013.2,
2019-02-16,26.9,22.9,29.7,24.9,,103,13.1,37,1014.7,
2019-02-17,25.8,23,27.4,41.9,,44,13.6,38.9,1015.5,
2019-02-18,26.8,22.3,31,90.9,,35,12.7,37,1013.8,
2019-02-19,28.4,23.6,31.1,0,,45,14.5,35.2,1013.6,
2019-02-20,28.4,25.8,31,4.1,,45,19.1,38.9,1015.4,
2019-02-21,27.7,24.6,31.3,0.5,,28,11.8,33.3,1015.5,
2019-02-22,27.4,23.6,31.3,0,,2,8.2,27.8,1013.5,
2019-02-23,27.8,23.8,31.5,2,,17,10.4,24.1,1011.8,
2019-02-24,28.1,23.8,31.5,0,,46,10.6,31.5,1012.3,
2019-02-25,28.8,25.9,31.3,0,,82,13.9,38.9,1012.9,
2019-02-26,28.7,26.3,31.3,0.8,,69,18.3,42.6,1013.5,
2019-02-27,28.9,26,31.4,1,,61,20.9,46.3,1015.2,
2019-02-28,28.9,26.2,32,2,,90,18.4,48.2,1015,
2019-03-01,28.7,26.2,32,2,,98,14.4,46.3,1014.6,
2019-03-02,28.9,27,31.5,0.5,,80,18,44.5,1014.7,
2019-03-03,28.4,25,32,6.1,,76,16.8,44.5,1014.8,
2019-03-04,28.3,25,31.3,0,,105,11.8,40.8,1013.6,
2019-03-05,27.9,23.8,31,0,,156,10,38.9,1012.2,
2019-03-06,27.7,24.2,31,0,,181,11.5,40.8,1010.2,
2019-03-07,27.3,24,31,0.8,,234,7.4,31.5,1008.3,
2019-03-08,27.1,23.1,31,0,,345,6.8,25.9,1008.8,
2019-03-09,26.4,24,29.6,9.9,,283,7.8,27.8,1010.3,
2019-03-10,25.5,23,30.5,0.8,,322,7.4,25.9,1012.1,
2019-03-11,26.4,21.2,31,6.1,,12,10.1,24.1,1012.5,
2019-03-12,26.7,22,30.1,0,,340,7,22.2,1013.4,
2019-03-13,26.4,22.2,31,0,,262,10.1,25.9,1013.2,
2019-03-14,27.1,22.4,31.4,0,,259,13.3,31.5,1012.2,
2019-03-15,26.2,21.8,31,0,,274,9.1,24.1,1012.2,
2019-03-16,27.9,21.9,32,0.3,,13,10.7,25.9,1012.5,
2019-03-17,26.8,23.6,31.3,6.1,,47,7.6,35.2,1013.5,
2019-03-18,28.3,23.6,31.4,49,,49,12.3,37,1014.6,
2019-03-19,28.8,25.8,31.5,0.3,,101,14.9,44.5,1013.5,
2019-03-20,28.7,25.9,31.4,1,,101,18.5,46.3,1012.3,
2019-03-21,28.8,26,31.1,1,,111,14.8,48.2,1012,
2019-03-22,28.6,27,31.2,0,,128,16.2,51.8,1011.6,
2019-03-23,28.5,24.9,31.3,0.5,,125,14.2,50,1011.2,
2019-03-24,28.1,25.4,31.2,0.5,,134,17.5,63,1009.3,
2019-03-25,27.3,24.8,30,7.1,,142,16.9,64.8,1008.5,
2019-03-26,27.5,24,30.5,15,,147,8.4,42.6,1010.1,
2019-03-27,28.1,25.1,31,1,,194,10.1,46.3,1012.1,
2019-03-28,28.2,26.2,30.1,0.3,,181,17.4,50,1011,
2019-03-29,27.7,26,31,3,,149,11.6,42.6,1010.6,
2019-03-30,26.7,22.5,30.5,0,,43,6.5,33.3,1010.7,
2019-03-31,27,21.9,31,0,,16,8.7,29.6,1011.8,
2019-04-01,26.6,24,30.5,0.5,,332,7.1,27.8,1013.2,
2019-04-02,27.2,22.5,31,0,,183,6.8,29.6,1013.2,
2019-04-03,27.3,23.7,30.4,0,,213,5.9,25.9,1012.3,
2019-04-04,26.8,23.6,31.2,3,,11,8.4,31.5,1014,
2019-04-05,26.4,22.9,29.9,7.1,,121,10.2,29.6,1015.7,
2019-04-06,26.6,23,28.5,15,,122,19.4,40.8,1016,
2019-04-07,27.9,24.6,30,11.9,,114,19.7,46.3,1016.4,
2019-04-08,27.1,26.7,28.8,0,,117,22.3,48.2,1014.7,
2019-04-09,26.7,24,31,1,,92,22.1,42.6,1013.1,
2019-04-10,25.6,22.9,28.4,26.9,,75,13.6,42.6,1014.4,
2019-04-11,26.8,23.9,30.2,5.1,,79,11.3,38.9,1013.8,
2019-04-12,27.7,24.5,30,0,,104,14,38.9,1013.9,
2019-04-13,27.9,25,30.7,3,,84,19.2,46.3,1013.8,
2019-04-14,26.7,24.8,30.1,10.9,,58,20.9,42.6,1014.5,
2019-04-15,27.4,24,30,72.9,,72,16,35.2,1015.4,
2019-04-16,27.7,26,30.3,0.5,,74,12.5,33.3,1015.6,
2019-04-17,27.7,24.4,30.1,0,,89,11.7,35.2,1016.3,
2019-04-18,27.7,26,30.3,0,,92,17.7,44.5,1017.1,
2019-04-19,27.1,24.6,30,0,,95,14.6,42.6,1016.7,
2019-04-20,27.4,24.9,30.1,1,,104,18.6,44.5,1015.3,
2019-04-21,27.4,23.9,30.4,2,,93,25,48.2,1014.1,
2019-04-22,27,24.2,30,13,,51,17.4,44.5,1013.3,
2019-04-23,26.9,24.8,31,0,,41,8.7,33.3,1014,
2019-04-24,26.3,22.8,30,0,,216,8.4,31.5,1014.4,
2019-04-25,25.1,23.5,26.5,7.1,,170,21.3,48.2,1014.7,
2019-04-26,25.9,22.6,29,22.1,,118,19.5,38.9,1015.8,
2019-04-27,26.3,22.4,30,0,,82,18.1,37,1015.4,
2019-04-28,24.9,22.1,29.4,0,,14,10.3,33.3,1014.6,
2019-04-29,26.2,22.3,28.5,7.9,,214,15.8,31.5,1015.8,
2019-04-30,25.7,24,28,0,,155,21.2,38.9,1018.3,
2019-05-01,24.6,22,26.9,0,,131,21.3,38.9,1019,
2019-05-02,24.9,21.5,27.2,3,,114,22.3,38.9,1019.8,
2019-05-03,24.9,23.4,27.1,2,,112,19.8,38.9,1019.8,
2019-05-04,25.6,22.5,28.4,4.1,,108,16.3,37,1019.8,
2019-05-05,25.6,23.5,27.5,7.1,,90,16.6,37,1019.8,
2019-05-06,26,23.2,28.1,0.5,,103,17.6,37,1019,
2019-05-07,26.1,23.2,28.5,0,,99,8.3,25.9,1018.1,
2019-05-08,26.1,24,28.5,0,,137,14.8,35.2,1018.5,
2019-05-09,25,23.3,27.7,3,,126,23.7,42.6,1019.4,
2019-05-10,24.9,22.6,27.4,0,,114,22,40.8,1019.8,
2019-05-11,24.9,21.8,28.3,0,,115,19.2,37,1018.8,
2019-05-12,23.7,20,27.8,0,,88,10.1,29.6,1015.9,
2019-05-13,23.3,18.3,28.5,0,,6,10.7,25.9,1014.4,
2019-05-14,23.5,18.9,28,0,,296,8.4,24.1,1014.2,
2019-05-15,23.3,19.1,27.5,0,,255,8.8,27.8,1014.9,
2019-05-16,23.3,18.6,27.7,0,,215,7.4,25.9,1017.5,
2019-05-17,24.8,19.6,28,2,,72,12.5,29.6,1018.3,
2019-05-18,25.1,22,29,1,,61,17.5,33.3,1017.7,
2019-05-19,25,21.5,28.2,4.1,,34,14.5,35.2,1017.8,
2019-05-20,25.3,23.4,27.5,74.9,,38,15.1,35.2,1017.4,
2019-05-21,25.1,22.1,28.2,0,,58,13.1,31.5,1018.3,
2019-05-22,24.9,22.9,27.1,0,,82,8.5,31.5,1018.4,
2019-05-23,24,21,28.1,0,,40,10.1,29.6,1017.2,
2019-05-24,24.2,19,29,0,,337,8.1,20.4,1016.7,
2019-05-25,24.3,22.5,27.1,0,,180,11.4,25.9,1016.6,
2019-05-26,23.9,21.5,25,8.9,,164,18.4,33.3,1016.5,
2019-05-27,23.2,21.8,24,0.5,,167,14.8,33.3,1016.8,
2019-05-28,23,20.9,24.8,3,,135,23.1,46.3,1018.1,
2019-05-29,23.5,20.6,25.6,7.9,,113,24.8,42.6,1019.2,
2019-05-30,22.4,18,26.2,0.8,,97,17.6,38.9,1017,
2019-05-31,23.4,17.4,27,0,,18,12.6,31.5,1013.1,
2019-06-01,24.4,21.6,27.4,10.9,,94,11.3,25.9,1010.8,
2019-06-02,24.4,21.8,26.5,2,,186,13.4,33.3,1012.4,
2019-06-03,23.6,21.3,26,6.1,,142,24.6,50,1016.2,
2019-06-04,23.3,22,26,3,,136,28.6,46.3,1018.5,
2019-06-05,23.3,20,25.8,4.1,,115,24.8,46.3,1018.9,
2019-06-06,23.7,21,26.6,0.5,,110,25.1,44.5,1019.9,
2019-06-07,23.8,21,26.5,6.1,,101,25.2,46.3,1021.1,
2019-06-08,24.4,20.4,26,8.9,,95,21.4,40.8,1020.4,
2019-06-09,24.6,21.7,27.5,0.5,,116,12.5,33.3,1019.5,
2019-06-10,24,23,25,0,,154,20,42.6,1019.8,
2019-06-11,22.8,21,25,3,,147,26.2,50,1021.4,
2019-06-12,22.4,20.9,24,0,,139,24.2,42.6,1022.3,
2019-06-13,22.9,20,25.9,0.8,,122,22.6,40.8,1020.7,
2019-06-14,22.7,18,27,1,,100,14.3,31.5,1018.7,
2019-06-15,23.1,16.7,26.4,0.5,,148,10.5,27.8,1018.2,
2019-06-16,23.8,21.8,27,0,,140,16.2,35.2,1020.7,
2019-06-17,23.4,21,26,0.8,,132,19.1,35.2,1022.6,
2019-06-18,23.7,22,26,0.3,,110,25.4,38.9,1022.1,
2019-06-19,23.9,20.5,26.4,0.3,,116,22.4,40.8,1020.9,
2019-06-20,23.8,22.9,25.6,0,,125,26.8,51.8,1022.1,
2019-06-21,23.2,21,25,0.5,,119,28.9,51.8,1023.1,
2019-06-22,23.4,22,25.5,5.1,,112,27.2,48.2,1021.1,
2019-06-23,22.9,20,25,0.5,,115,24.3,42.6,1018.7,
2019-06-24,22.1,19.4,24.3,8.9,,94,23,40.8,1017.8,
2019-06-25,23.3,20.2,26.6,17,,83,24.2,40.8,1017.6,
2019-06-26,23.6,20.8,25.7,9.9,,83,23.1,40.8,1018.2,
2019-06-27,23.8,21.7,26,23.9,,108,20.4,40.8,1019.6,
2019-06-28,23.4,22,25.1,0.5,,115,24.2,44.5,1021.6,
2019-06-29,22.9,21.4,25,0.3,,127,26.5,46.3,1022.9,
2019-06-30,21.5,19.2,23.8,2,,116,22.4,38.9,1022.4,
2019-07-01,22.7,19.4,25,0.3,,130,20.2,37,1021.1,
2019-07-02,22.3,21,24.6,0,,115,18.8,38.9,1020.1,
2019-07-03,21.8,19,24.2,1,,60,10.2,31.5,1019,
2019-07-04,22.8,19.5,26.1,5.1,,145,9.4,24.1,1019,
2019-07-05,22.7,18.7,25.5,0,,121,10.5,27.8,1019.5,
2019-07-06,23.1,20.4,24.8,0,,108,13,33.3,1019,
2019-07-07,23.6,21.6,26.3,0.5,,76,15.4,33.3,1019,
2019-07-08,23.2,20,26.7,3,,31,6.7,27.8,1019.3,
2019-07-09,23.1,19.5,27.1,3,,26,7.6,22.2,1018.1,
2019-07-10,22.8,18.4,26.2,0,,263,9.1,27.8,1016.3,
2019-07-11,21.9,18.5,26,0,,273,9.5,24.1,1016.6,
2019-07-12,22.6,18.4,26,0,,228,15.4,35.2,1018.1,
2019-07-13,21.7,16,25,,,206,10.3,29.6,1020.9,
2019-07-14,21.6,18,24,0,,146,14,31.5,1022.4,
2019-07-15,21.8,17.2,24,4.1,,135,21.9,46.3,1024.4,
2019-07-16,21.9,19.7,24.8,0,,121,27.2,50,1026.8,
2019-07-17,22,18.3,24.5,4.1,,124,28.6,50,1026.6,
2019-07-18,22.8,19,25,5.1,,116,26.8,46.3,1024.1,
2019-07-19,22.5,20,25.4,1,,95,25.7,44.5,1022,
2019-07-20,22.7,21,26.4,3,,75,22.4,38.9,1019.6,
2019-07-21,22.3,18,27,0,,9,13,31.5,1016.6,
2019-07-22,21.2,18.5,25.7,0,,255,13.9,35.2,1015.9,
2019-07-23,21.9,20,24.3,3,,169,21.8,38.9,1016.9,
2019-07-24,21.9,19.9,24,1,,154,25.7,48.2,1018,
2019-07-25,22.1,20.1,23.7,3,,149,25.3,46.3,1018.4,
2019-07-26,22.2,20.9,23.4,2,,147,25,48.2,1017.5,
2019-07-27,22.1,21,23.4,6.1,,149,23.7,46.3,1017.6,
2019-07-28,23.1,21.3,24.6,1,,130,21.1,40.8,1018.3,
2019-07-29,23.8,22,26.2,3,,88,12.9,33.3,1018.9,
2019-07-30,23.9,22.5,27,0.3,,62,9.2,29.6,1019,
2019-07-31,22.2,21,24.3,5.1,,121,5.9,29.6,1020.3,
2019-08-01,23.1,20.2,26.5,5.1,,47,11.3,31.5,1022,
2019-08-02,22.9,20,26.5,1,,104,13.7,31.5,1022.2,
2019-08-03,22.1,19,25,2,,113,16.6,37,1022.7,
2019-08-04,22.3,20,25.1,0.5,,112,15.5,33.3,1022.2,
2019-08-05,21.8,19,24.8,2,,148,9.3,25.9,1020.1,
2019-08-06,22.4,19.8,25.7,1,,158,7.6,25.9,1020.6,
2019-08-07,22.7,19.3,25.5,0,,159,11,29.6,1022.1,
2019-08-08,23.2,20.7,26.2,0,,139,11.8,31.5,1023,
2019-08-09,23.2,21.5,26.5,0,,104,17.3,33.3,1023,
2019-08-10,22,18.4,24.7,0,,164,13.8,31.5,1023,
2019-08-11,21.7,20.2,24.5,0,,140,17.6,37,1022.6,
2019-08-12,22.2,19.4,25.1,23.1,,110,28.5,46.3,1023.8,
2019-08-13,21.5,19,23.9,6.1,,104,22.4,42.6,1024,
2019-08-14,23.3,19.9,26,24.9,,110,24.1,42.6,1023.8,
2019-08-15,22.7,20,25.7,0,,115,15.4,31.5,1022.8,
2019-08-16,21.7,18,24,0,,128,13.5,33.3,1021.5,
2019-08-17,22.6,20,25.9,2,,112,12.8,31.5,1019.5,
2019-08-18,21.5,19.5,23.4,4.1,,139,10,29.6,1019,
2019-08-19,21.9,20,26.2,39.9,,131,12.6,33.3,1020.9,
2019-08-20,21.6,19.7,23.5,13,,104,26.7,46.3,1022.4,
2019-08-21,21.9,20,25.6,4.1,,81,21.5,46.3,1021.8,
2019-08-22,21.7,17.4,26.2,0,,43,9.4,25.9,1020.7,
2019-08-23,21.7,18,25.5,0.3,,242,9,27.8,1021.3,
2019-08-24,20.6,17.9,24,0.3,,164,10.2,27.8,1021,
2019-08-25,22,19.5,25.1,18,,148,18.1,37,1022,
2019-08-26,22.5,19.9,25.1,5.1,,119,20.6,38.9,1023.4,
2019-08-27,22.6,21,25,0,,110,21.2,38.9,1023.2,
2019-08-28,22.2,20,25.2,0,,118,21.5,38.9,1022.8,
2019-08-29,22.5,18,25.8,1,,91,17.5,35.2,1022,
2019-08-30,23.3,21,26.3,2,,82,22.6,37,1020.5,
2019-08-31,23.2,20.6,26.5,0.3,,86,22.5,40.8,1019.6,
2019-09-01,22.6,20,27.2,0,,76,21.3,40.8,1019.7,
2019-09-02,21.5,16.6,26.2,3,,14,12.1,33.3,1020.5,
2019-09-03,23.3,18.4,27.5,0,,77,13,29.6,1020.5,
2019-09-04,22.7,19.8,26.1,0,,71,15.9,33.3,1019.6,
2019-09-05,22.9,20,26.5,10.9,,71,13.4,35.2,1020.2,
2019-09-06,22.6,18.6,26,0,,62,8.5,27.8,1019.5,
2019-09-07,23,19.6,25.4,0,,194,12,33.3,1020.3,
2019-09-08,21.9,21,24.6,0.5,,142,25.2,48.2,1023.7,
2019-09-09,21.3,17.9,24,4.1,,130,26,44.5,1023.5,
2019-09-10,21.4,18.8,24.2,0,,115,19.6,35.2,1021.2,
2019-09-11,21.8,16,25.3,2,,100,14.5,31.5,1021,
2019-09-12,22.6,20.2,26,0,,114,19.7,37,1022.3,
2019-09-13,21.7,20,25.5,0,,93,20.1,38.9,1021.8,
2019-09-14,22.2,18.3,26.3,3,,73,16.9,38.9,1021.1,
2019-09-15,21.9,20,26.4,0,,33,10.2,25.9,1020,
2019-09-16,22,17.7,26.2,0,,72,8.3,25.9,1018.4,
2019-09-17,21.6,17.4,26.2,0,,27,9.1,24.1,1017.7,
2019-09-18,21.3,18,25.4,,,164,6.7,27.8,1017.9,
2019-09-19,22.6,17.8,26.4,0,,142,12,27.8,1018.6,
2019-09-20,22.4,20.6,25.6,0,,165,16.8,35.2,1019.1,
2019-09-21,21.1,19,24.4,0.3,,132,21.6,44.5,1019.8,
2019-09-22,22.6,18.8,25.1,15,,130,27.2,46.3,1022.2,
2019-09-23,22.5,20.5,25.3,3,,117,27.9,48.2,1023,
2019-09-24,23.2,19.9,26.1,0.5,,116,20.7,38.9,1020.4,
2019-09-25,23.6,21.5,27.3,1,,65,17,37,1018,
2019-09-26,23.1,19.8,27,7.1,,40,14.8,37,1019.8,
2019-09-27,23.8,21,27,43.9,,96,17.4,35.2,1021.1,
2019-09-28,23.8,21.8,26.8,0,,105,21.2,40.8,1020.1,
2019-09-29,23.4,21,27.1,0,,69,18.1,37,1018.9,
2019-09-30,23.6,20.4,27.2,0.5,,68,16.7,38.9,1018.7,
2019-10-01,23.7,20.8,27.2,2,,84,18.9,37,1019.5,
2019-10-02,24.3,21.9,27,0.5,,102,16.9,35.2,1019.9,
2019-10-03,24.1,22.2,26,5.1,,103,17.5,31.5,1020.4,
2019-10-04,24,21.5,27.2,54.1,,98,17.1,33.3,1019.3,
2019-10-05,24.2,22,27.5,1,,94,14.5,31.5,1019,
2019-10-06,24.2,21,27.2,0.8,,91,13.9,33.3,1020,
2019-10-07,24.1,21.9,27.8,2,,94,25.5,42.6,1021.2,
2019-10-08,23.1,19.8,26.5,5.1,,108,23.2,42.6,1022.2,
2019-10-09,23.4,21,27.1,0.3,,104,26.4,42.6,1021.5,
2019-10-10,23.7,20,27,0.8,,97,26.7,42.6,1021.5,
2019-10-11,23.7,20.5,27,1,,81,18.9,37,1020.1,
2019-10-12,23.9,20.1,27.3,0.8,,86,15,37,1018.4,
2019-10-13,23.8,20.5,27.6,0,,77,17,37,1018.5,
2019-10-14,23,21,26.9,2,,62,13.6,37,1017.8,
2019-10-15,23,18,26.2,1,,103,10.1,29.6,1016.9,
2019-10-16,23.1,20.4,26.4,0,,136,16.6,40.8,1017.4,
2019-10-17,22.7,20.7,24.8,6.1,,135,20.7,38.9,1019.4,
2019-10-18,23.3,21,26.1,0,,124,20.1,37,1019.8,
2019-10-19,23.5,21.3,26.2,0,,117,22.5,38.9,1019.9,
2019-10-20,23.5,22,26.5,,,108,21,37,1019.5,
2019-10-21,24.1,21.7,27.4,4.1,,76,20,40.8,1017.6,
2019-10-22,24.5,23,28,0,,45,19.8,42.6,1016.3,
2019-10-23,24.3,20.6,28.2,0,,42,13.3,33.3,1017.8,
2019-10-24,24.9,21.9,28.3,0,,72,15.8,37,1019.3,
2019-10-25,25.4,23,29,0.5,,58,13.5,35.2,1017.7,
2019-10-26,24.2,20.7,28.2,0,,255,9.3,25.9,1015.8,
2019-10-27,25.2,20.2,29.2,0,,258,13.9,27.8,1013.2,
2019-10-28,24.2,22,28,0,,223,9.4,31.5,1012.1,
2019-10-29,23.3,19,27.9,0,,186,7.9,27.8,1014.6,
2019-10-30,23.3,17.9,27.1,0,,151,11,27.8,1016.4,
2019-10-31,24.2,20.6,27.2,0,,146,9.3,29.6,1016.9,
2019-11-01,24.2,22,27.5,0,,139,8,27.8,1015.3,
2019-11-02,21.8,19.4,26,0,,177,16.4,44.5,1016.9,
2019-11-03,22.9,20,24.2,13,,120,24.5,42.6,1020,
2019-11-04,24.7,22.4,27.3,0.5,,85,22.1,38.9,1020.3,
2019-11-05,24.8,22.9,28.4,0,,83,13.7,33.3,1019.1,
2019-11-06,24.7,21,28,0,,115,9.6,31.5,1018.5,
2019-11-07,25.3,23,28,2,,118,16.2,35.2,1019.9,
2019-11-08,23.8,21,27.9,0,,92,18.6,38.9,1020.5,
2019-11-09,23.8,18.4,28.6,0,,42,14.8,35.2,1018,
2019-11-10,23.6,19,28.6,0,,17,9.6,31.5,1015.8,
2019-11-11,25.2,19.2,29.6,0,,51,12.1,33.3,1014.6,
2019-11-12,25.7,23.8,29.1,0,,68,13.8,35.2,1014,
2019-11-13,25.7,23.6,29.5,0,,102,9,27.8,1015,
2019-11-14,25.4,23.5,28.6,0,,126,14.7,31.5,1015.2,
2019-11-15,24.3,22.2,26.5,1,,100,23.7,40.8,1015.9,
2019-11-16,24.8,23.2,28.1,0.3,,81,22.9,48.2,1015.2,
2019-11-17,26.1,22.3,29.5,0.8,,50,24.5,44.5,1014.5,
2019-11-18,26.1,24,30.5,0,,43,14.3,38.9,1015.9,
2019-11-19,26.3,22.4,30.3,0,,63,8.4,27.8,1016.1,
2019-11-20,26.2,22.3,30.4,0,,10,8.6,29.6,1014.8,
2019-11-21,26.2,22.4,30.7,3,,28,7.7,31.5,1014.5,
2019-11-22,27.3,23.1,32.1,0,,13,14.7,38.9,1013.3,
2019-11-23,27.6,24,32.8,0,,351,9.2,35.2,1013.3,
2019-11-24,24.3,22.9,28.2,20.1,,324,5.8,25.9,1014.3,
2019-11-25,26.5,22.4,29.7,47,,31,13.8,33.3,1014.2,
2019-11-26,26.7,23.9,29.5,2,,62,13,33.3,1013.8,
2019-11-27,26.8,23.4,30.1,2,,47,8.8,29.6,1013.7,
2019-11-28,26.8,25,30.1,0,,50,9.2,31.5,1014,
2019-11-29,26.8,22.4,30.2,0,,139,7.6,27.8,1014.6,
2019-11-30,26,23.4,29.2,3,,144,13.3,33.3,1016.3,
2019-12-01,26.1,24,28.4,0.3,,120,21.9,38.9,1017,
2019-12-02,25.7,22,28.7,0,,115,18.8,38.9,1016.7,
2019-12-03,26.2,22.9,29,0,,118,16.5,33.3,1015.3,
2019-12-04,26.2,24,29,0.5,,94,17,35.2,1014.8,
2019-12-05,26.3,22.4,30,0,,46,13.3,31.5,1014.2,
2019-12-06,26.4,22.4,30.4,0,,19,10.7,29.6,1013.6,
2019-12-07,26.2,22.9,30.6,0,,19,12.5,33.3,1012.2,
2019-12-08,26.1,21.3,31.1,0,,12,13.7,37,1012,
2019-12-09,27.6,24,31.4,0,,29,15,35.2,1012.4,
2019-12-10,28,24,32.1,0,,22,13.2,31.5,1013,
2019-12-11,27.9,25.3,31.9,0,,30,12,35.2,1013.4,
2019-12-12,28.3,23.5,32.1,0,,42,15.6,37,1012.9,
2019-12-13,27.8,24.9,32.7,0,,24,12.2,37,1013.2,
2019-12-14,27.4,24.6,31.3,18,,22,13.5,35.2,1014.4,
2019-12-15,27.2,22.8,31.9,0,,8,13.8,37,1012.5,
2019-12-16,27.7,24.2,32.4,0,,23,9.5,31.5,1009.5,
2019-12-17,27.8,24.4,31.8,0,,279,11.2,24.1,1009,
2019-12-18,27.8,25,31,0,,194,10.4,25.9,1011,
2019-12-19,27.9,22.9,31.5,0,,110,12.3,29.6,1012.2,
2019-12-20,27.6,24,30.6,0.3,,107,14.2,35.2,1013.2,
2019-12-21,27.8,25.8,31.1,2,,114,23,38.9,1015.1,
2019-12-22,27.7,25.9,30.5,0,,125,22.2,38.9,1015.8,
2019-12-23,28,25,31.4,10.9,,89,26.3,44.5,1014.9,
2019-12-24,27.6,24.6,30.7,0,,107,26,46.3,1016,
2019-12-25,27.1,24.5,29.5,1,,98,29.1,48.2,1016.3,
2019-12-26,25.9,24,28.6,3,,101,25.8,51.8,1014.9,
2019-12-27,27,23.1,29.7,23.9,,84,26.4,42.6,1013.4,
2019-12-28,27.1,25,30,2,,113,21.6,46.3,1011.3,
2019-12-29,25.6,24,28.3,6.1,,140,23.5,53.7,1006.1,
2019-12-30,25.3,23.6,26.4,65,,232,48.1,70.4,996.4,
2019-12-31,27.1,23.2,31.4,72.9,,286,23.7,63,999.2,
2020-01-01,27.5,25,31.5,0.5,,291,12.4,33.3,1006.4,
2020-01-02,27,23.9,30.1,0,,6,8.8,25.9,1011.7,
2020-01-03,25.8,25,27.8,4.1,,18,5.2,25.9,1014.7,
2020-01-04,25.5,24,29.2,6.1,,17,8.9,29.6,1012.8,
2020-01-05,24.7,22.9,27.7,39.1,,62,8.2,24.1,1011.1,
2020-01-06,26.7,23,31.5,113,,58,13.7,33.3,1010.9,
2020-01-07,27.5,24.3,30.5,4.1,,30,5.1,22.2,1012,
2020-01-08,26.8,25,29.5,0.5,,168,6.6,22.2,1012.4,
2020-01-09,26.3,23.8,29.6,0,,174,10,29.6,1012.6,
2020-01-10,25.8,23,29.2,0,,142,8.3,29.6,1012.7,
2020-01-11,26.4,21.1,29.7,0.5,,117,10.1,27.8,1012.5,
2020-01-12,27.8,24.9,30.4,1,,94,13.4,31.5,1012.5,
2020-01-13,27.2,23.6,30.3,8.9,,47,10.5,31.5,1012.7,
2020-01-14,28.2,25.9,31.5,0,,61,14.3,33.3,1013.5,
2020-01-15,27.8,26,30.6,0.5,,92,16.1,35.2,1014.9,
2020-01-16,27.1,25.4,30,6.1,,81,18,37,1014.3,
2020-01-17,27.9,24.5,30.7,3,,74,17,35.2,1013.1,
2020-01-18,28.1,25.2,31.4,0,,67,15.6,35.2,1011.8,
2020-01-19,28.3,25.8,32.1,0,,46,12.1,31.5,1010.4,
2020-01-20,28.5,26,33,0,,22,6.7,29.6,1008.2,
2020-01-21,26.5,25.5,29,0,,347,3,25.9,1005.9,
2020-01-22,25.8,24.1,28,22.1,,8,5.4,25.9,1004.5,
2020-01-23,28.4,24.6,34,22.1,,255,10.5,33.3,1005,
2020-01-24,26.9,24.9,30,10.9,,0,9.1,27.8,1006.4,
2020-01-25,26.1,24.9,28.4,16,,201,29,55.5,1005.9,
2020-01-26,25.9,23.8,29,2,,182,20.9,38.9,1011.8,
2020-01-27,25.1,23.8,27,3,,154,12.7,33.3,1012.4,
2020-01-28,24.6,20.2,28.4,0,,74,7.7,25.9,1011.2,
2020-01-29,25.1,19.9,29,0.3,,0,8.3,25.9,1013.2,
2020-01-30,26.2,22,29.8,2,,69,9.9,27.8,1014.8,
2020-01-31,26.2,22.6,29.5,11.9,,106,12.2,29.6,1014.5,
2020-02-01,27.3,24,29.8,2,,115,16.4,33.3,1015.2,
2020-02-02,27.1,25,30.2,1,,113,15.7,35.2,1016,
2020-02-03,27.7,24.6,31,9.9,,109,23.5,42.6,1014.9,
2020-02-04,26.2,24.5,28.5,2,,128,20.9,38.9,1013.3,
2020-02-05,27.2,23.5,30,38.1,,145,19.6,37,1012.5,
2020-02-06,27.5,24.2,30.1,21.1,,112,19.6,37,1013.7,
2020-02-07,26.8,25,30,0,,119,15.5,35.2,1015,
2020-02-08,26.9,24,29.7,3,,144,13.7,33.3,1014.3,
2020-02-09,26.6,23.9,29.5,0.5,,160,15.4,37,1013.1,
2020-02-10,26.1,23.4,29.1,0.5,,183,20.7,40.8,1009.6,
2020-02-11,27.1,23.7,29.6,14,,133,22.9,40.8,1005.9,
2020-02-12,27.6,24.8,30.7,20.1,,62,22.9,44.5,1009.8,
2020-02-13,27.7,25.8,31,0.5,,64,17,37,1013.8,
2020-02-14,27.1,23.3,30.7,0,,64,10.6,31.5,1014,
2020-02-15,27.7,24.4,30.7,22.1,,87,20.4,37,1013.6,
2020-02-16,27.1,26,30,0,,110,15.7,33.3,1014.6,
2020-02-17,26.3,23.9,29.7,0.3,,111,13.5,31.5,1015.1,
2020-02-18,27,23.5,29.8,13,,125,13,29.6,1014.4,
2020-02-19,26.9,25,29.9,0,,139,16.1,29.6,1013.5,
2020-02-20,26.9,24.1,29.8,0,,123,12.7,31.5,1012.4,
2020-02-21,26.8,24.9,30,4.1,,104,15.4,31.5,1013.6,
2020-02-22,26.7,23.1,30,2,,113,8.1,27.8,1013.8,
2020-02-23,26.3,23.7,30.1,3,,14,7.3,25.9,1012.2,
2020-02-24,26.1,21.7,30.1,7.1,,6,8.3,24.1,1009.9,
